prices,market_caps,total_volumes
"[1590710400000, 219.59156405880168]","[1590710400000, 24328143646.44253]","[1590710400000, 12329460719.291054]"
"[1590796800000, 220.49116734603788]","[1590796800000, 24504031642.684784]","[1590796800000, 10335270102.499737]"
"[1590883200000, 242.70977026782677]","[1590883200000, 27012940828.466957]","[1590883200000, 13546265992.193748]"
"[1590969600000, 232.33100303896677]","[1590969600000, 25671662155.409367]","[1590969600000, 10887047331.601736]"
"[1591056000000, 248.04456658448655]","[1591056000000, 27559451838.43636]","[1591056000000, 12532381844.259752]"
"[1591142400000, 237.26532012867918]","[1591142400000, 26414164713.757725]","[1591142400000, 11228877888.97363]"
"[1591228800000, 244.1253366100756]","[1591228800000, 27137533088.4328]","[1591228800000, 9023955445.45879]"
"[1591315200000, 243.70782131595863]","[1591315200000, 27105225697.6403]","[1591315200000, 10063518956.568722]"
"[1591401600000, 240.24696898765103]","[1591401600000, 26722521046.76495]","[1591401600000, 8222827212.494165]"
"[1591488000000, 242.02164036721499]","[1591488000000, 26923196533.750423]","[1591488000000, 7581565794.828065]"
"[1591574400000, 244.22674439497985]","[1591574400000, 27129407338.340355]","[1591574400000, 9398819027.550787]"
"[1591660800000, 246.21278326044262]","[1591660800000, 27441367803.298782]","[1591660800000, 8129322897.065843]"
"[1591747200000, 243.8495266518988]","[1591747200000, 27188436885.46926]","[1591747200000, 8592468949.874516]"
"[1591833600000, 247.5419715295243]","[1591833600000, 27480866985.686268]","[1591833600000, 7584308101.602023]"
"[1591920000000, 232.00078536182022]","[1591920000000, 25655172292.438347]","[1591920000000, 12109538778.82486]"
"[1592006400000, 237.59341087744238]","[1592006400000, 26414947184.76374]","[1592006400000, 9191505535.416174]"
"[1592092800000, 238.29362910089247]","[1592092800000, 26503078976.085632]","[1592092800000, 6588386730.111501]"
"[1592179200000, 232.11252047744935]","[1592179200000, 25856836267.17579]","[1592179200000, 6517043494.317247]"
"[1592265600000, 231.0170115525279]","[1592265600000, 25743924409.197376]","[1592265600000, 9539612843.334753]"
"[1592352000000, 235.28847948297147]","[1592352000000, 26206196967.82947]","[1592352000000, 6857067974.879582]"
"[1592438400000, 233.8636184621818]","[1592438400000, 26079437153.80169]","[1592438400000, 6079869078.290233]"
"[1592524800000, 231.68485732135008]","[1592524800000, 25847377552.221436]","[1592524800000, 6063250096.3478]"
"[1592611200000, 228.9592128032193]","[1592611200000, 25534271650.26011]","[1592611200000, 6840801770.229276]"
"[1592697600000, 228.8691487972198]","[1592697600000, 25501270877.342506]","[1592697600000, 5400222130.457475]"
"[1592784000000, 227.79190590968685]","[1592784000000, 25381090910.620564]","[1592784000000, 4995955268.45639]"
"[1592870400000, 243.36470999245498]","[1592870400000, 27083046206.889904]","[1592870400000, 5973345536.2072935]"
"[1592956800000, 243.07948223903702]","[1592956800000, 27097142032.576195]","[1592956800000, 6291513184.395153]"
"[1593043200000, 234.5649846444734]","[1593043200000, 26239099771.426495]","[1593043200000, 8149316604.925404]"
"[1593129600000, 232.64870349961575]","[1593129600000, 25963410301.573772]","[1593129600000, 6321009243.432307]"
"[1593216000000, 229.6365260272679]","[1593216000000, 25643178437.809326]","[1593216000000, 6513998360.988546]"
"[1593302400000, 221.0260852973422]","[1593302400000, 24650756780.212147]","[1593302400000, 6164981016.058191]"
"[1593388800000, 225.12294616525017]","[1593388800000, 25059706534.523754]","[1593388800000, 5641785424.366106]"
"[1593475200000, 228.20576377381224]","[1593475200000, 25465535919.172665]","[1593475200000, 5792207632.621344]"
"[1593561600000, 225.59281496891896]","[1593561600000, 25169333234.47631]","[1593561600000, 5282884955.518924]"
"[1593648000000, 230.66194359094902]","[1593648000000, 25738012877.807854]","[1593648000000, 5307320170.136238]"
"[1593734400000, 226.57442434030435]","[1593734400000, 25284990219.958416]","[1593734400000, 4427853855.208807]"
"[1593820800000, 225.1764054804081]","[1593820800000, 25132071680.625286]","[1593820800000, 4553181088.144414]"
"[1593907200000, 229.09471646218861]","[1593907200000, 25572481115.808292]","[1593907200000, 4910504255.511211]"
"[1593993600000, 227.8993750381917]","[1593993600000, 25442148685.628662]","[1593993600000, 5250547694.457692]"
"[1594080000000, 241.52685187431663]","[1594080000000, 26966777214.595856]","[1594080000000, 7214622724.058187]"
"[1594166400000, 238.96448054067793]","[1594166400000, 26667827703.348965]","[1594166400000, 6390063707.992301]"
"[1594252800000, 246.85900786802029]","[1594252800000, 27538955079.081337]","[1594252800000, 6855809513.431496]"
"[1594339200000, 241.97512857897888]","[1594339200000, 27017961197.637337]","[1594339200000, 5454877568.354481]"
"[1594425600000, 240.95495378293265]","[1594425600000, 26917385878.316235]","[1594425600000, 4948468762.536561]"
"[1594512000000, 239.10202554671358]","[1594512000000, 26712364780.153114]","[1594512000000, 4350900773.68197]"
"[1594598400000, 241.7715226007061]","[1594598400000, 26889793823.339703]","[1594598400000, 5293860444.738397]"
"[1594684800000, 239.63878681174097]","[1594684800000, 26757968884.421734]","[1594684800000, 5773853723.2969055]"
"[1594771200000, 240.25147066847245]","[1594771200000, 26870705032.694412]","[1594771200000, 4794731175.010703]"
"[1594857600000, 238.66359720631723]","[1594857600000, 26686755678.99533]","[1594857600000, 4622070139.084404]"
"[1594944000000, 233.837074562722]","[1594944000000, 26142878196.66504]","[1594944000000, 4836661397.807636]"
"[1595030400000, 232.78147743826054]","[1595030400000, 26015174195.367386]","[1595030400000, 4344879745.807146]"
"[1595116800000, 235.6811447764246]","[1595116800000, 26352655621.666836]","[1595116800000, 4349365185.3359585]"
"[1595203200000, 238.89523167867932]","[1595203200000, 26715274452.48371]","[1595203200000, 4452847140.177009]"
"[1595289600000, 236.06009844538684]","[1595289600000, 26401433618.61543]","[1595289600000, 5152984578.126705]"
"[1595376000000, 245.23373502634252]","[1595376000000, 27404691587.94453]","[1595376000000, 5121955556.196016]"
"[1595462400000, 263.7624639660021]","[1595462400000, 29528105819.948067]","[1595462400000, 6556501920.467992]"
"[1595548800000, 274.7236202591814]","[1595548800000, 30714049723.16856]","[1595548800000, 7634745874.600546]"
"[1595635200000, 279.42705624758224]","[1595635200000, 31236557399.18939]","[1595635200000, 7547527176.1284075]"
"[1595721600000, 305.0381394111965]","[1595721600000, 34136825749.960796]","[1595721600000, 10358352414.143063]"
"[1595808000000, 310.51799095173624]","[1595808000000, 34754323492.16516]","[1595808000000, 10227817625.90999]"
"[1595894400000, 320.47619130968184]","[1595894400000, 35873239729.40686]","[1595894400000, 15060479190.224041]"
"[1595980800000, 316.4067660520556]","[1595980800000, 35422047874.02414]","[1595980800000, 12462060871.173037]"
"[1596067200000, 317.5390729161191]","[1596067200000, 35553131948.946304]","[1596067200000, 10343143710.27412]"
"[1596153600000, 334.7419220365616]","[1596153600000, 37564052087.124535]","[1596153600000, 10534706857.54779]"
"[1596240000000, 346.00350607288686]","[1596240000000, 38794882275.39032]","[1596240000000, 11638423647.390888]"
"[1596326400000, 387.94242117124685]","[1596326400000, 43411673380.48453]","[1596326400000, 15379516251.5158]"
"[1596412800000, 370.7323024312388]","[1596412800000, 41469942047.79405]","[1596412800000, 15202899455.056835]"
"[1596499200000, 386.24744771780877]","[1596499200000, 43272376856.193855]","[1596499200000, 11174150665.410692]"
"[1596585600000, 389.3830083498991]","[1596585600000, 43787281284.318275]","[1596585600000, 12113993540.45853]"
"[1596672000000, 400.18436250317995]","[1596672000000, 44844619093.01642]","[1596672000000, 10578439440.459143]"
"[1596758400000, 394.5417454611831]","[1596758400000, 44217734699.095276]","[1596758400000, 11175559421.02824]"
"[1596844800000, 379.1351558498163]","[1596844800000, 42541561650.30221]","[1596844800000, 12469778424.949451]"
"[1596931200000, 391.47843864211467]","[1596931200000, 43821378072.89572]","[1596931200000, 7446547697.815684]"
"[1597017600000, 389.62293111291143]","[1597017600000, 43682388559.8162]","[1597017600000, 5940323179.041791]"
"[1597104000000, 395.20991365718925]","[1597104000000, 44298575284.664795]","[1597104000000, 12717549263.402819]"
"[1597190400000, 379.17476395275435]","[1597190400000, 42639702440.41078]","[1597190400000, 13124713653.81531]"
"[1597276800000, 387.50053082397886]","[1597276800000, 43436076387.69582]","[1597276800000, 12808587803.77308]"
"[1597363200000, 427.49026536796873]","[1597363200000, 47693538253.1255]","[1597363200000, 17422050835.673008]"
"[1597449600000, 438.7625874702974]","[1597449600000, 49022330904.64755]","[1597449600000, 15546677422.815374]"
"[1597536000000, 432.6546652389318]","[1597536000000, 48462771178.61529]","[1597536000000, 10265309385.857273]"
"[1597622400000, 433.43186093211244]","[1597622400000, 48635333662.57019]","[1597622400000, 12680404379.026093]"
"[1597708800000, 430.03250508972275]","[1597708800000, 48259667903.08671]","[1597708800000, 11697848303.8365]"
"[1597795200000, 422.10665286599425]","[1597795200000, 47400903599.29812]","[1597795200000, 12062999738.137259]"
"[1597881600000, 406.5744691821068]","[1597881600000, 45642757811.590775]","[1597881600000, 12854733824.945929]"
"[1597968000000, 416.46977582279794]","[1597968000000, 46754739209.41609]","[1597968000000, 10564357237.821798]"
"[1598054400000, 386.8238914189483]","[1598054400000, 43434501400.18814]","[1598054400000, 12518435194.162006]"
"[1598140800000, 395.88501828908585]","[1598140800000, 44454504740.72998]","[1598140800000, 10612983427.483643]"
"[1598227200000, 390.7891350477376]","[1598227200000, 44021875258.788315]","[1598227200000, 9775318835.217514]"
"[1598313600000, 408.2691456317229]","[1598313600000, 45914782850.88361]","[1598313600000, 11007565809.594412]"
"[1598400000000, 383.66214311829924]","[1598400000000, 43097616381.47341]","[1598400000000, 12857413913.19107]"
"[1598486400000, 385.75249987492117]","[1598486400000, 43337732292.52325]","[1598486400000, 10454041361.377256]"
"[1598572800000, 381.8376513210842]","[1598572800000, 42903096293.90094]","[1598572800000, 10466849103.532475]"
"[1598659200000, 395.1382132386204]","[1598659200000, 44402928843.0099]","[1598659200000, 10196208352.394411]"
"[1598745600000, 399.374543834064]","[1598745600000, 44884412904.61814]","[1598745600000, 9631959320.390598]"
"[1598832000000, 428.2956791635218]","[1598832000000, 48092923342.6494]","[1598832000000, 12945668314.960146]"
"[1598918400000, 435.6930232991007]","[1598918400000, 49098776608.15353]","[1598918400000, 14228693735.746506]"
"[1599004800000, 475.6846642626859]","[1599004800000, 54146717970.58548]","[1599004800000, 18804560687.28111]"
"[1599091200000, 439.35376021531494]","[1599091200000, 49401551509.00041]","[1599091200000, 19315593282.634296]"
"[1599177600000, 383.6915311779978]","[1599177600000, 43135808902.68998]","[1599177600000, 17364384113.17322]"
"[1599264000000, 387.9040290939166]","[1599264000000, 43627087090.328964]","[1599264000000, 10260946593.268202]"
"[1599350400000, 334.46859301354317]","[1599350400000, 37655618254.050865]","[1599350400000, 22254663654.420143]"
"[1599436800000, 352.99300214607035]","[1599436800000, 39710363028.2121]","[1599436800000, 21920007828.96099]"
"[1599523200000, 351.8778602923998]","[1599523200000, 39639961273.34071]","[1599523200000, 14769191933.857542]"
"[1599609600000, 337.84505193506857]","[1599609600000, 37835807856.34224]","[1599609600000, 14799132842.838894]"
"[1599696000000, 351.2322670832359]","[1599696000000, 39580368571.35996]","[1599696000000, 13120851004.434223]"
"[1599782400000, 367.63892881000675]","[1599782400000, 41300327191.463684]","[1599782400000, 74747424441.3974]"
"[1599868800000, 373.9149059897517]","[1599868800000, 42135842526.32081]","[1599868800000, 12937594458.734825]"
"[1599955200000, 387.72351629002264]","[1599955200000, 43393172173.54062]","[1599955200000, 11465259432.878637]"
"[1600041600000, 365.695506306262]","[1600041600000, 41170490544.06533]","[1600041600000, 13172306578.937866]"
"[1600128000000, 376.394561113407]","[1600128000000, 42353184458.585205]","[1600128000000, 14124838468.354868]"
"[1600214400000, 364.6900450860686]","[1600214400000, 41019180031.929504]","[1600214400000, 12209389923.086823]"
"[1600300800000, 365.13055081164816]","[1600300800000, 41136175614.140686]","[1600300800000, 13298202038.469078]"
"[1600387200000, 388.7974562319938]","[1600387200000, 43828530075.491394]","[1600387200000, 16748693289.537083]"
"[1600473600000, 383.17286599152135]","[1600473600000, 43009572687.415535]","[1600473600000, 9883257470.927006]"
"[1600560000000, 385.4721234936851]","[1600560000000, 43455110863.06883]","[1600560000000, 11046298234.18736]"
"[1600646400000, 370.9678951624775]","[1600646400000, 41929980576.65271]","[1600646400000, 11369621273.059267]"
"[1600732800000, 341.27713087183076]","[1600732800000, 38695806846.97656]","[1600732800000, 14837815989.716738]"
"[1600819200000, 343.9175471009491]","[1600819200000, 38679912764.2938]","[1600819200000, 11967106210.545612]"
"[1600905600000, 321.0774351739628]","[1600905600000, 36239170986.342445]","[1600905600000, 9839917613.109154]"
"[1600992000000, 348.8210199785493]","[1600992000000, 39314719146.84341]","[1600992000000, 12209550797.233208]"
"[1601078400000, 351.3315670221176]","[1601078400000, 39598389061.56603]","[1601078400000, 10740036294.329079]"
"[1601164800000, 354.2615819143104]","[1601164800000, 39946698187.61045]","[1601164800000, 10859942552.210592]"
"[1601251200000, 357.0664364067552]","[1601251200000, 40273903426.08249]","[1601251200000, 9973839924.612421]"
"[1601337600000, 354.4295835375506]","[1601337600000, 39794887269.461235]","[1601337600000, 9818467156.628036]"
"[1601424000000, 359.4260895383702]","[1601424000000, 40574256067.82458]","[1601424000000, 9708794838.84551]"
"[1601510400000, 359.59898475085777]","[1601510400000, 40586538615.954575]","[1601510400000, 8037484324.980594]"
"[1601596800000, 353.1978481381707]","[1601596800000, 39782583382.89109]","[1601596800000, 11835729247.851833]"
"[1601683200000, 345.9125682279143]","[1601683200000, 39005631807.605095]","[1601683200000, 12194440257.52427]"
"[1601769600000, 345.99246319342933]","[1601769600000, 39098719406.98244]","[1601769600000, 8933121301.40709]"
"[1601856000000, 352.4588065039611]","[1601856000000, 39758373727.61445]","[1601856000000, 8905022839.294907]"
"[1601942400000, 353.6044273109067]","[1601942400000, 39890007481.293]","[1601942400000, 9285381014.80383]"
"[1602028800000, 340.6160218128092]","[1602028800000, 38419834420.75508]","[1602028800000, 10280978397.300406]"
"[1602115200000, 341.4437964782809]","[1602115200000, 38556379197.91778]","[1602115200000, 8044228155.819704]"
"[1602201600000, 350.0556765681245]","[1602201600000, 39539898845.29083]","[1602201600000, 9330978624.154116]"
"[1602288000000, 365.33944481939363]","[1602288000000, 41261693685.49925]","[1602288000000, 11301702589.430536]"
"[1602374400000, 370.4718109734285]","[1602374400000, 41919449520.12781]","[1602374400000, 10673988207.878847]"
"[1602460800000, 374.4970150925736]","[1602460800000, 42273071872.950066]","[1602460800000, 8000631027.644073]"
"[1602547200000, 387.25555835657167]","[1602547200000, 43787622889.79302]","[1602547200000, 12458841248.929943]"
"[1602633600000, 381.16877389892255]","[1602633600000, 43068111158.10915]","[1602633600000, 9741612768.02954]"
"[1602720000000, 379.21025376092774]","[1602720000000, 42827891085.95138]","[1602720000000, 10673398919.618017]"
"[1602806400000, 377.15868107868175]","[1602806400000, 42625398559.363594]","[1602806400000, 10155629419.116392]"
"[1602892800000, 365.9906423831468]","[1602892800000, 41424753265.12099]","[1602892800000, 9375570544.203642]"
"[1602979200000, 368.6504703636898]","[1602979200000, 41654901940.043465]","[1602979200000, 8087278469.473757]"
"[1603065600000, 378.0493653237596]","[1603065600000, 42730815492.78595]","[1603065600000, 7527761590.194419]"
"[1603152000000, 379.6394773321801]","[1603152000000, 42919073937.74135]","[1603152000000, 8995049004.81075]"
"[1603238400000, 368.2270142350454]","[1603238400000, 41623179886.79757]","[1603238400000, 7492023938.775781]"
"[1603324800000, 391.16674217757225]","[1603324800000, 44137912522.42472]","[1603324800000, 12728437763.916903]"
"[1603411200000, 413.2018903361906]","[1603411200000, 46776265907.292244]","[1603411200000, 12229478488.701916]"
"[1603497600000, 408.88948864371923]","[1603497600000, 46233128841.054825]","[1603497600000, 11171063368.78023]"
"[1603584000000, 411.95921775305027]","[1603584000000, 46625376044.79527]","[1603584000000, 9333976948.222593]"
"[1603670400000, 406.157094148215]","[1603670400000, 45985592948.88831]","[1603670400000, 8489563012.362298]"
"[1603756800000, 393.38290839224464]","[1603756800000, 44537523611.830605]","[1603756800000, 14982520071.004465]"
"[1603843200000, 403.529837833562]","[1603843200000, 45687568527.06391]","[1603843200000, 10384433736.852089]"
"[1603929600000, 388.87733988207765]","[1603929600000, 43943405500.51123]","[1603929600000, 11312414332.858248]"
"[1604016000000, 386.4460129872924]","[1604016000000, 43798925859.1192]","[1604016000000, 10294153382.842941]"
"[1604102400000, 382.9007710380906]","[1604102400000, 43341298725.501526]","[1604102400000, 10598788554.534933]"
"[1604188800000, 385.8445887975079]","[1604188800000, 43692767478.3082]","[1604188800000, 9009356073.612816]"
"[1604275200000, 394.9363420491719]","[1604275200000, 44687833549.98935]","[1604275200000, 8655139278.000864]"
"[1604361600000, 383.8498034220404]","[1604361600000, 43437224863.28803]","[1604361600000, 8492071098.35507]"
"[1604448000000, 387.616373722075]","[1604448000000, 43903834507.362854]","[1604448000000, 9513314551.14123]"
"[1604534400000, 401.7330968324722]","[1604534400000, 45360338717.11154]","[1604534400000, 11648560618.489246]"
"[1604620800000, 415.9277704309719]","[1604620800000, 47077208350.069885]","[1604620800000, 13606373470.76514]"
"[1604707200000, 454.6515430984697]","[1604707200000, 51546745852.677986]","[1604707200000, 16264349016.82086]"
"[1604793600000, 435.4183540833094]","[1604793600000, 49463138492.48698]","[1604793600000, 15146746571.79792]"
"[1604880000000, 455.3583669721691]","[1604880000000, 51682115129.3641]","[1604880000000, 11155033976.455217]"
"[1604966400000, 445.0512933420698]","[1604966400000, 50377035452.20988]","[1604966400000, 12036099592.129189]"
"[1605052800000, 449.8161845012962]","[1605052800000, 51000796202.07293]","[1605052800000, 7873172432.585956]"
"[1605139200000, 463.18087172032307]","[1605139200000, 52569790942.69943]","[1605139200000, 11456937853.526192]"
"[1605225600000, 462.2056195794902]","[1605225600000, 52548309254.49251]","[1605225600000, 11096201853.108873]"
"[1605312000000, 475.9690936576015]","[1605312000000, 53963588841.127716]","[1605312000000, 10814357418.247974]"
"[1605398400000, 462.7183970607933]","[1605398400000, 52476765553.11609]","[1605398400000, 9774490045.968235]"
"[1605484800000, 449.2068016397434]","[1605484800000, 50978678612.60896]","[1605484800000, 8946780761.302334]"
"[1605571200000, 461.3711967052673]","[1605571200000, 52356872782.26836]","[1605571200000, 9874800384.414816]"
"[1605657600000, 482.1983847235396]","[1605657600000, 54716609289.542305]","[1605657600000, 12534266981.990389]"
"[1605744000000, 479.43766136247405]","[1605744000000, 54435713128.05311]","[1605744000000, 15390748756.847664]"
"[1605830400000, 471.31795839441156]","[1605830400000, 53447508889.231575]","[1605830400000, 10960245344.173328]"
"[1605916800000, 508.79221458524455]","[1605916800000, 57875755337.83428]","[1605916800000, 15567496836.779345]"
"[1606003200000, 548.842116249849]","[1606003200000, 62062910159.27977]","[1606003200000, 17270632325.076218]"
"[1606089600000, 560.5088874583059]","[1606089600000, 64219272617.02369]","[1606089600000, 20803203330.719395]"
"[1606176000000, 608.2733109189421]","[1606176000000, 68705033455.82259]","[1606176000000, 22868894446.116894]"
"[1606262400000, 602.6662623938871]","[1606262400000, 68461935305.63655]","[1606262400000, 19964356486.3813]"
"[1606348800000, 568.2751530404493]","[1606348800000, 64369854808.743355]","[1606348800000, 15178975818.650188]"
"[1606435200000, 518.4670452162002]","[1606435200000, 58947811751.581924]","[1606435200000, 25993581649.401203]"
"[1606521600000, 517.5530264056014]","[1606521600000, 58773961397.899704]","[1606521600000, 14714678172.404446]"
"[1606608000000, 537.3926120944484]","[1606608000000, 61290956964.36442]","[1606608000000, 9637463879.915295]"
"[1606694400000, 574.7511196548439]","[1606694400000, 65121266717.863914]","[1606694400000, 13623124682.204208]"
"[1606780800000, 612.2637856122055]","[1606780800000, 69576210026.93625]","[1606780800000, 18811269166.61186]"
"[1606867200000, 589.5818443540976]","[1606867200000, 66950738084.67838]","[1606867200000, 23557071520.39523]"
"[1606953600000, 598.760610095824]","[1606953600000, 68153602806.21818]","[1606953600000, 14839044995.297548]"
"[1607040000000, 616.506661565682]","[1607040000000, 70109767421.9594]","[1607040000000, 12249197831.015257]"
"[1607126400000, 571.1904316349736]","[1607126400000, 64944263291.91259]","[1607126400000, 14326184164.36095]"
"[1607212800000, 595.9194139680376]","[1607212800000, 67764042948.9772]","[1607212800000, 11764206188.844515]"
"[1607299200000, 601.9689349244918]","[1607299200000, 68483582708.01654]","[1607299200000, 11453823478.195438]"
"[1607385600000, 592.3865066820175]","[1607385600000, 67474119685.86511]","[1607385600000, 10010900862.848228]"
"[1607472000000, 554.329674302381]","[1607472000000, 63305670197.47529]","[1607472000000, 13501656447.613894]"
"[1607558400000, 573.8953091099941]","[1607558400000, 65276424697.152855]","[1607558400000, 14024278560.088686]"
"[1607644800000, 560.4542654076048]","[1607644800000, 63759073874.73225]","[1607644800000, 11590043392.322668]"
"[1607731200000, 545.9828352633687]","[1607731200000, 62124158560.85701]","[1607731200000, 11334198380.977062]"
"[1607817600000, 568.3587534073821]","[1607817600000, 64655118180.3175]","[1607817600000, 9511330147.764025]"
"[1607904000000, 590.3244403029342]","[1607904000000, 67134794851.681]","[1607904000000, 9082894202.250328]"
"[1607990400000, 585.5418949360015]","[1607990400000, 66629545532.422066]","[1607990400000, 7794572085.232029]"
"[1608076800000, 589.0668316450424]","[1608076800000, 67041487308.61978]","[1608076800000, 10160486192.82214]"
"[1608163200000, 635.9618893796135]","[1608163200000, 72301103108.2225]","[1608163200000, 14781462845.092134]"
"[1608249600000, 644.0652701929779]","[1608249600000, 72955533475.1786]","[1608249600000, 19729196033.853626]"
"[1608336000000, 654.4204162965752]","[1608336000000, 74135277407.04251]","[1608336000000, 16512361338.574877]"
"[1608422400000, 659.3188076372094]","[1608422400000, 75092677592.1047]","[1608422400000, 14703775003.28234]"
"[1608508800000, 639.5154368778184]","[1608508800000, 72618785345.5407]","[1608508800000, 12845420666.191206]"
"[1608595200000, 610.4270278980672]","[1608595200000, 69545799024.42459]","[1608595200000, 14563648896.243877]"
"[1608681600000, 634.9797234431858]","[1608681600000, 72327947935.45154]","[1608681600000, 11548425748.838194]"
"[1608768000000, 587.9588954992439]","[1608768000000, 67468061368.13851]","[1608768000000, 16795838161.84157]"
"[1608854400000, 612.8796570505974]","[1608854400000, 69867514814.01097]","[1608854400000, 15132872519.529186]"
"[1608940800000, 626.4567387784558]","[1608940800000, 71422858091.1277]","[1608940800000, 13125875205.90394]"
"[1609027200000, 636.7423171944997]","[1609027200000, 72391403990.8806]","[1609027200000, 14640527408.48169]"
"[1609113600000, 689.6598573269875]","[1609113600000, 78833072066.0927]","[1609113600000, 24721301579.88044]"
"[1609200000000, 732.9570292975275]","[1609200000000, 83575563402.66385]","[1609200000000, 22707049400.143177]"
"[1609286400000, 735.5908981625738]","[1609286400000, 83885243123.81543]","[1609286400000, 17170428247.761232]"
"[1609372800000, 752.8559324490188]","[1609372800000, 85790178023.44371]","[1609372800000, 13293869466.928808]"
"[1609459200000, 738.6169381520413]","[1609459200000, 84037694047.35515]","[1609459200000, 18166112097.655663]"
"[1609545600000, 730.1473402196374]","[1609545600000, 83294083323.20639]","[1609545600000, 13843183079.15519]"
"[1609632000000, 777.6960653039432]","[1609632000000, 88595346035.55156]","[1609632000000, 20443662605.68775]"
"[1609718400000, 967.0005967288458]","[1609718400000, 112525376104.65454]","[1609718400000, 140906534190.58786]"
"[1609804800000, 1025.6547675669035]","[1609804800000, 116693162132.74934]","[1609804800000, 62285144708.39812]"
"[1609891200000, 1103.3582516225742]","[1609891200000, 125112930227.72487]","[1609891200000, 47148245967.40434]"
"[1609977600000, 1208.5750928728885]","[1609977600000, 137306782958.13135]","[1609977600000, 47886847354.00142]"
"[1610064000000, 1229.4713150147782]","[1610064000000, 139084939665.71393]","[1610064000000, 43042878463.81648]"
"[1610150400000, 1223.7296883535275]","[1610150400000, 139145700786.27826]","[1610150400000, 48132624602.86217]"
"[1610236800000, 1282.979575527323]","[1610236800000, 147397891905.5662]","[1610236800000, 34851118090.66404]"
"[1610323200000, 1267.7310031512136]","[1610323200000, 144775179901.584]","[1610323200000, 44541377224.12463]"
"[1610409600000, 1092.9143378806064]","[1610409600000, 124728988376.03725]","[1610409600000, 67107873698.86543]"
"[1610496000000, 1045.406815230412]","[1610496000000, 119330774034.78914]","[1610496000000, 37495863245.02223]"
"[1610582400000, 1132.0155910164729]","[1610582400000, 128582223216.03041]","[1610582400000, 32166268470.073753]"
"[1610668800000, 1216.9147884634556]","[1610668800000, 138240285220.32953]","[1610668800000, 34339866026.50668]"
"[1610755200000, 1171.8600177046465]","[1610755200000, 133962341262.37857]","[1610755200000, 39499008134.408424]"
"[1610841600000, 1234.6318700828049]","[1610841600000, 141369013157.282]","[1610841600000, 38277998837.56892]"
"[1610928000000, 1229.379698072007]","[1610928000000, 142087383372.707]","[1610928000000, 35508914212.36928]"
"[1611014400000, 1255.976691513213]","[1611014400000, 143378258827.21744]","[1611014400000, 30802895108.229195]"
"[1611100800000, 1383.4840902277115]","[1611100800000, 157929393133.71045]","[1611100800000, 52274850962.437416]"
"[1611187200000, 1385.8529958752583]","[1611187200000, 156457140894.28006]","[1611187200000, 52021227614.32531]"
"[1611273600000, 1122.912432537305]","[1611273600000, 130713677392.4996]","[1611273600000, 49658518028.423325]"
"[1611360000000, 1236.6834427536564]","[1611360000000, 140271927461.8329]","[1611360000000, 48657448380.08583]"
"[1611446400000, 1231.176379704471]","[1611446400000, 140773242456.76056]","[1611446400000, 30774910632.149376]"
"[1611532800000, 1392.5397634449737]","[1611532800000, 158167202909.14236]","[1611532800000, 39913977039.25946]"
"[1611619200000, 1323.4295031020106]","[1611619200000, 151940348541.692]","[1611619200000, 44124188232.248085]"
"[1611705600000, 1355.233724240999]","[1611705600000, 155446593758.92108]","[1611705600000, 40367492548.543144]"
"[1611792000000, 1253.141671558609]","[1611792000000, 141774137750.6659]","[1611792000000, 38752412145.036766]"
"[1611878400000, 1328.773619066556]","[1611878400000, 152877389472.9714]","[1611878400000, 32668893126.715786]"
"[1611964800000, 1380.2842591352105]","[1611964800000, 158354114909.26474]","[1611964800000, 49454503567.54182]"
"[1612051200000, 1372.427228964234]","[1612051200000, 157410718624.21973]","[1612051200000, 29581914651.14533]"
"[1612137600000, 1317.0474362291777]","[1612137600000, 150322722005.1637]","[1612137600000, 24723054987.874157]"
"[1612224000000, 1368.6644548123775]","[1612224000000, 155894407853.50046]","[1612224000000, 28544048877.677177]"
"[1612310400000, 1514.2251957516528]","[1612310400000, 174557101587.54166]","[1612310400000, 42952410181.632454]"
"[1612396800000, 1661.000824367477]","[1612396800000, 189023794263.7008]","[1612396800000, 42202356538.206825]"
"[1612483200000, 1587.8008991859367]","[1612483200000, 183982328605.4526]","[1612483200000, 42668487953.81155]"
"[1612569600000, 1724.8569083393102]","[1612569600000, 196424150368.47876]","[1612569600000, 39147540640.174576]"
"[1612656000000, 1683.941297865053]","[1612656000000, 192164042318.95844]","[1612656000000, 36776919163.51647]"
"[1612742400000, 1608.6405479857196]","[1612742400000, 184109385158.1494]","[1612742400000, 38849634841.44165]"
"[1612828800000, 1750.997553719215]","[1612828800000, 198719063426.16904]","[1612828800000, 45540524354.89187]"
"[1612915200000, 1769.053533934599]","[1612915200000, 203102939465.473]","[1612915200000, 42127693213.60732]"
"[1613001600000, 1739.164209004836]","[1613001600000, 199919369275.37125]","[1613001600000, 40563120176.97226]"
"[1613088000000, 1782.5088691218523]","[1613088000000, 203774834938.25632]","[1613088000000, 33868453070.396435]"
"[1613174400000, 1841.1977507032907]","[1613174400000, 210344318124.73236]","[1613174400000, 36105354379.40371]"
"[1613260800000, 1810.8425457323726]","[1613260800000, 207890872554.91016]","[1613260800000, 33305061601.17683]"
"[1613347200000, 1804.9841464366498]","[1613347200000, 207057026271.03055]","[1613347200000, 30218599726.89195]"
